"Unnamed: 0","agreement","annotation_id","annotator","created_at","few_shot_condtion","id","label-explicit","label-implicit","lead_time","model","split","text","updated_at"
132,100.0,29499779,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:44:58.124427Z","random","754a0c25-bc06-4a7b-8853-f38934f44a89","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",2.02,"GPT-3",1,"Das Essen war köstlich.","2024-01-19T11:44:58.124450Z"
133,100.0,29552945,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T07:56:16.261149Z","random","e9ac9742-a3aa-4821-bd3a-e2d87ce51da0","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",9.118,"GPT-3",1,"Das Essen war wirklich köstlich.","2024-01-20T07:56:16.261167Z"
134,100.0,29552949,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T07:56:26.657992Z","random","24cbbe31-9461-42ae-af48-ce00a6cdd5d9","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",9.621,"GPT-3",1,"Die Atmosphäre ist sehr angenehm und gemütlich.","2024-01-20T07:56:26.658010Z"
135,100.0,29500093,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:49:23.756762Z","random","3000e434-8737-4c8e-841a-ee12fc90e645","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",1.721,"GPT-3",1,"Der Service war ausgezeichnet.","2024-01-19T11:49:23.756776Z"
136,100.0,29552955,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T07:56:41.786449Z","random","e3c12f1f-3883-4f9f-9381-0079afeb2eb5","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":58,""text"":""Preise"",""start"":52,""labels"":[""PRICE-NEGATIVE""]}]","",14.358,"GPT-3",1,"Das Ambiente war sehr schön und gemütlich, aber die Preise waren etwas zu hoch.","2024-01-20T07:56:41.786466Z"
137,100.0,29552965,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T07:57:13.697586Z","random","df0519e2-cbe5-42c8-933e-213e422cc076","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]},{""end"":66,""text"":""Essen"",""start"":61,""labels"":[""FOOD-NEGATIVE""]},{""end"":82,""text"":""Service"",""start"":75,""labels"":[""SERVICE-NEGATIVE""]}]","",31.036,"GPT-3",1,"Das Restaurant hat eine durchschnittliche Atmosphäre und das Essen und der Service waren enttäuschend.","2024-01-20T07:57:13.697610Z"
138,100.0,29552970,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T07:57:34.062890Z","random","258298eb-514e-4248-8e9f-28f4f79d8cb4","[{""end"":15,""text"":""Einrichtung"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",19.278,"GPT-3",1,"Die Einrichtung ist ganz schön, aber nichts Besonderes.","2024-01-20T07:57:34.062907Z"
139,100.0,29500299,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:52:06.435551Z","random","9e3aa13a-9267-4887-84c7-9e0dc8d992e4","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]","",2.55,"GPT-3",1,"Das Essen war leider nicht besonders gut.","2024-01-19T11:52:06.435569Z"
140,100.0,29501488,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:13:12.965126Z","random","b805df44-2b3d-4fcb-a210-b6397f05a5c0","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",8.24,"GPT-3",1,"Das Restaurant hat ein durchschnittliches Ambiente.","2024-01-19T12:13:12.965146Z"
141,100.0,29552980,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T07:58:09.370307Z","random","ee827e0b-59f2-413a-add8-45c7df573f09","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]},{""end"":47,""text"":""Essen"",""start"":42,""labels"":[""FOOD-NEGATIVE""]}]","",34.513,"GPT-3",1,"Der Service war sehr unfreundlich und das Essen hat überhaupt nicht geschmeckt.","2024-01-20T07:58:09.370327Z"
142,100.0,29553003,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T07:58:55.795553Z","random","30bf25ae-267f-4372-b89c-0bc57b8c9dcb","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-CONFLICT""]}]","",45.512,"GPT-3",1,"Der Service war freundlich und aufmerksam, jedoch etwas langsam.","2024-01-20T07:58:55.795570Z"
143,100.0,29501001,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:03:02.706025Z","random","5c81261f-93ce-4d64-ace0-77151e68d247","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",3.828,"GPT-3",1,"Das Restaurant hat eine durchschnittliche Atmosphäre.","2024-01-19T12:03:02.706044Z"
144,100.0,29500221,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:51:07.594756Z","random","781a55f5-e7fd-4231-8135-bfbae63907b9","","[{""end"":24,""text"":""nichts"",""start"":18,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",4.065,"GPT-3",1,"Es war okay, aber nichts Besonderes.","2024-01-19T11:51:07.594777Z"
145,100.0,29553016,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T07:59:29.106302Z","random","fd45b320-7719-4588-ba8b-dcccb4022a9e","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":42,""text"":""Personal"",""start"":34,""labels"":[""SERVICE-POSITIVE""]},{""end"":81,""text"":""Ambiente"",""start"":73,""labels"":[""AMBIENCE-NEGATIVE""]}]","",32.451,"GPT-3",1,"Das Essen war sehr lecker und das Personal war sehr freundlich, aber das Ambiente war etwas enttäuschend.","2024-01-20T07:59:29.106323Z"
146,100.0,29499546,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:41:20.622240Z","random","6cc2353a-5aec-4052-afb2-f531a98d9742","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",1.541,"GPT-3",1,"Der Service war in Ordnung.","2024-01-19T11:41:20.622258Z"
147,100.0,29553019,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T07:59:40.024327Z","random","5f2b005f-4aca-4cf2-aa64-8448d9fd1442","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",9.962,"GPT-3",1,"Die Preise sind viel zu hoch und nicht gerechtfertigt.","2024-01-20T07:59:40.024344Z"
148,100.0,29553021,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T07:59:48.232726Z","random","e2fa98bd-4cc3-4479-ba3e-5e317e3d4f67","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",7.331,"GPT-3",1,"Das Ambiente war sehr laut und ungemütlich.","2024-01-20T07:59:48.232744Z"
149,100.0,29553023,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T07:59:58.487336Z","random","d45f4be8-5604-4a74-9019-764f2a082c50","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",9.288,"GPT-3",1,"Das Essen ist zwar etwas teurer als sonst beim LOC, aber auch um mindestens 2 Klassen besser.","2024-01-20T07:59:58.487353Z"
150,100.0,29553027,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:00:04.955563Z","random","4ebf9f4c-cce8-4ea1-97ed-c54db5b26182","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",5.691,"GPT-3",1,"Der Service war okay, nichts Besonderes.","2024-01-20T08:00:04.955581Z"
151,100.0,29553037,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:00:31.053946Z","random","e548a49e-4647-4af2-a85c-ef3d8e14b084","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":67,""text"":""Preis-Leistungs-Verhältnis"",""start"":41,""labels"":[""PRICE-POSITIVE""]}]","",25.314,"GPT-3",1,"Die Atmosphäre war sehr angenehm und das Preis-Leistungs-Verhältnis stimmte.","2024-01-20T08:00:31.053963Z"
152,100.0,29501386,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:10:56.803787Z","random","07bf61e9-b13e-400c-9c1c-67c4d7e06032","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",7.215,"GPT-3",1,"Das Personal war sehr unfreundlich und unprofessionell.","2024-01-19T12:10:56.803807Z"
153,100.0,29553054,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:01:10.129185Z","random","9b769204-eb04-4315-b89e-326045a343e9","[{""end"":57,""text"":""Essens"",""start"":51,""labels"":[""PRICE-NEGATIVE""]}]","",38.273,"GPT-3",1,"Die Preise sind viel zu teuer für die Qualität des Essens.","2024-01-20T08:01:10.129208Z"
154,100.0,29553063,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:01:23.346282Z","random","abd8f00e-75e1-4eb9-8544-798601a0c87e","[{""end"":45,""text"":""Restaurant"",""start"":35,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",12.238,"GPT-3",1,"Ich war sehr enttäuscht von diesem Restaurant.","2024-01-20T08:01:23.346301Z"
155,100.0,29553080,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:01:49.291949Z","random","a387f549-dfd1-4cb5-ba87-8972c20c0a1c","[{""end"":30,""text"":""Preis-Leistungs-Verhältnis"",""start"":4,""labels"":[""PRICE-POSITIVE""]},{""end"":56,""text"":""Essen"",""start"":51,""labels"":[""FOOD-NEUTRAL""]},{""end"":87,""text"":""Service"",""start"":80,""labels"":[""SERVICE-POSITIVE""]}]","",25.11,"GPT-3",1,"Das Preis-Leistungs-Verhältnis ist angemessen, das Essen war in Ordnung und der Service war gut.","2024-01-20T08:01:49.291965Z"
156,100.0,29553087,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:02:10.066843Z","random","4fc4524d-5c22-42ea-9875-ae8103d76cf1","[{""end"":39,""text"":""Restaurant"",""start"":29,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]","",19.73,"GPT-3",1,"Wir waren begeistert von dem Restaurant und werden auf jeden Fall wiederkommen.","2024-01-20T08:02:10.066863Z"
157,100.0,29553091,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:02:18.783030Z","random","33960ca3-cd9e-4271-aef9-f999e0751e66","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",7.658,"GPT-3",1,"Das Restaurant hinterließ einen durchschnittlichen Eindruck.","2024-01-20T08:02:18.783049Z"
158,100.0,29553099,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:02:37.310402Z","random","1b1e7c0f-f73e-4a7d-b556-fd30a0b7bd8b","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","[{""end"":62,""text"":""okay"",""start"":58,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",17.683,"GPT-3",1,"Die Preise sind etwas hoch, aber insgesamt war der Besuch okay.","2024-01-20T08:02:37.310420Z"
159,100.0,29553103,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:02:55.964840Z","random","e87f7940-1dc2-4142-b8d3-087254233e10","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":58,""text"":""Service"",""start"":51,""labels"":[""SERVICE-NEGATIVE""]}]","",17.359,"GPT-3",1,"Das Restaurant hat eine tolle Atmosphäre, aber der Service war enttäuschend.","2024-01-20T08:02:55.964859Z"
160,100.0,29553163,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:05:27.178854Z","random","5ed278d9-73db-4090-a89c-9ed9e0d862a1","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]},{""end"":71,""text"":""Restaurant"",""start"":61,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",9.229,"GPT-3",1,"Der Service war in Ordnung, aber insgesamt waren wir mit dem Restaurant nicht zufrieden.","2024-01-20T08:05:27.178871Z"
161,100.0,29499548,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:41:22.433252Z","random","83ed6e52-c4e7-4ceb-9c80-636b055f1e9f","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",1.01,"GPT-3",1,"Der Service war in Ordnung.","2024-01-19T11:41:22.433272Z"
162,100.0,29499389,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:39:19.964761Z","random","04042a7e-d22d-4ad9-9327-5b71ba80f5e4","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",7.816,"GPT-3",1,"Die Preise sind angemessen.","2024-01-19T11:39:19.964776Z"
163,100.0,29553167,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:05:32.838765Z","random","fc651d4b-2f38-4171-8a60-5fdbf3f6b391","[{""end"":37,""text"":""Restaurant"",""start"":27,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",4.793,"GPT-3",1,"Leider war unser Besuch im Restaurant enttäuschend.","2024-01-20T08:05:32.838781Z"
164,100.0,29499551,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:41:24.505588Z","random","3d7cb167-a52a-4b43-b4de-8db1cc17c7c3","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",1.179,"GPT-3",1,"Der Service war in Ordnung.","2024-01-19T11:41:24.505618Z"
165,100.0,29553171,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:05:43.201192Z","random","359ec2d6-d850-45dc-a6ee-f1bdc886c176","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","[{""end"":62,""text"":""Besuch"",""start"":56,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",9.438,"GPT-3",1,"Die Atmosphäre war enttäuschend, aber insgesamt war der Besuch positiv.","2024-01-20T08:05:43.201227Z"
166,100.0,29553175,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:05:50.953109Z","random","a71241b6-0905-45a9-9086-7e9f6dcd6ebb","[{""end"":34,""text"":""Restaurants"",""start"":23,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]},{""end"":60,""text"":""Essen"",""start"":55,""labels"":[""FOOD-POSITIVE""]}]","",6.963,"GPT-3",1,"Der Gesamteindruck des Restaurants war in Ordnung, das Essen jedoch sehr gut.","2024-01-20T08:05:50.953135Z"
167,100.0,29553181,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:05:59.414188Z","random","c67dd7a5-855b-49ca-8af8-3c215d1b71dc","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",7.528,"GPT-3",1,"Die Preise waren angemessen für die gebotene Qualität.","2024-01-20T08:05:59.414203Z"
168,100.0,29553196,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:06:35.473666Z","random","a40086c8-92ad-4b08-805b-861451d3a80e","[{""end"":12,""text"":""Rechnung"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",35.286,"GPT-3",1,"Die Rechnung war viel zu hoch für das, was wir bekommen haben.","2024-01-20T08:06:35.473682Z"
169,100.0,29553200,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:06:40.328431Z","random","57dd0e10-ad76-48fa-8414-b3262e50de0e","[{""end"":31,""text"":""Hauptgerichts"",""start"":18,""labels"":[""FOOD-NEGATIVE""]}]","",4.002,"GPT-3",1,"Der Geschmack des Hauptgerichts war enttäuschend.","2024-01-20T08:06:40.328447Z"
170,100.0,29499946,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:47:29.122681Z","random","afe03d60-4509-4682-9757-fadea8289379","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",2.128,"GPT-3",1,"Die Atmosphäre war sehr angenehm.","2024-01-19T11:47:29.122696Z"
171,100.0,29499554,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:41:26.560538Z","random","2492d037-70fa-4fbd-ad58-010afe03c70d","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",1.261,"GPT-3",1,"Der Service war in Ordnung.","2024-01-19T11:41:26.560568Z"
172,100.0,29499782,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:45:00.510241Z","random","bf73a074-ad12-4975-b212-9779428711d8","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",1.604,"GPT-3",1,"Das Essen war köstlich.","2024-01-19T11:45:00.510263Z"
173,100.0,29553203,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:06:46.206349Z","random","18ed6c91-339c-4d03-8eef-8106d01ead52","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",4.947,"GPT-3",1,"Das Restaurant hat mich enttäuscht.","2024-01-20T08:06:46.206370Z"
174,100.0,29553207,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:06:53.785115Z","random","8b265dfa-a676-41cb-a081-6a3ed903c073","[{""end"":9,""text"":""Preis"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",6.806,"GPT-3",1,"Der Preis ist angemessen.","2024-01-20T08:06:53.785131Z"
175,100.0,29500357,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:52:54.543013Z","random","6e8b9cd4-92d7-43ec-ab6c-4f66346a6f0f","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",3.872,"GPT-3",1,"Der Service war durchschnittlich.","2024-01-19T11:52:54.543041Z"
176,100.0,29553211,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:06:59.429729Z","random","953f5567-cd68-43d9-bc7e-257b34cffdc8","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",4.828,"GPT-3",1,"Das Ambiente war okay.","2024-01-20T08:06:59.429747Z"
177,100.0,29553216,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:07:06.540013Z","random","9254ae43-0b62-4af1-a74a-8058920196ca","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",6.235,"GPT-3",1,"Der Service war leider sehr unfreundlich und inkompetent.","2024-01-20T08:07:06.540031Z"
178,100.0,29553235,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:07:42.443695Z","random","427774d0-b019-42d3-b37e-f630a575162e","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":39,""text"":""Preise"",""start"":33,""labels"":[""PRICE-NEGATIVE""]}]","",35.048,"GPT-3",1,"Das Essen war zwar gut, aber die Preise waren viel zu hoch.","2024-01-20T08:07:42.443713Z"
179,100.0,29499789,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:45:02.816656Z","random","f8cd8c7d-e0ac-44c4-a594-098a71892114","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",1.426,"GPT-3",1,"Das Essen war köstlich.","2024-01-19T11:45:02.816682Z"
180,100.0,29499395,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:39:23.720320Z","random","9474a2a1-cd6b-482b-86ff-7f0b987ce31b","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",2.958,"GPT-3",1,"Die Preise sind angemessen.","2024-01-19T11:39:23.720353Z"
181,100.0,29553240,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:07:50.709867Z","random","7beee2e6-2b01-43a8-abfd-72c30161c3f0","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]},{""end"":67,""text"":""Ambientes"",""start"":58,""labels"":[""AMBIENCE-NEGATIVE""]}]","",7.467,"GPT-3",1,"Der Service war okay, aber insgesamt war der Eindruck des Ambientes nicht besonders.","2024-01-20T08:07:50.709883Z"
182,100.0,29553245,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:07:59.476345Z","random","622eefd0-22cd-4232-8842-79530803d9e4","[{""end"":28,""text"":""Restaurant"",""start"":18,""labels"":[""AMBIENCE-POSITIVE""]}]","",7.897,"GPT-3",1,"Die Atmosphäre im Restaurant war sehr angenehm.","2024-01-20T08:07:59.476364Z"
183,100.0,29553248,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:08:06.120308Z","random","f1f6989b-3b1c-4f15-87b3-0dcdc62300d8","[{""end"":13,""text"":""Bedienung"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",5.399,"GPT-3",1,"Die Bedienung war sehr unfreundlich.","2024-01-20T08:08:06.120324Z"
184,100.0,29499867,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:46:20.899272Z","random","7b374244-7189-4b9b-bdd1-80d976fbe6aa","","[{""end"":11,""text"":""okay"",""start"":7,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",3.028,"GPT-3",1,"Es war okay.","2024-01-19T11:46:20.899291Z"
185,100.0,29553261,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:08:23.257275Z","random","36ede483-ab74-438b-a991-c6aceed5450f","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","[{""end"":76,""text"":""waren sehr zufrieden"",""start"":56,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",15.864,"GPT-3",1,"Das Restaurant hat eine wunderschöne Atmosphäre und wir waren sehr zufrieden.","2024-01-20T08:08:23.257300Z"
186,100.0,29553273,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:08:50.004929Z","random","c8970c33-d6a8-4665-b9d0-5c0f7011819b","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]","",25.929,"GPT-3",1,"Das Restaurant hat uns sehr gut gefallen.","2024-01-20T08:08:50.004957Z"
187,100.0,29501003,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:03:06.746531Z","random","aa41d40b-f1ee-4871-8b2a-9be7e9c5fe66","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",3.239,"GPT-3",1,"Das Restaurant hat eine durchschnittliche Atmosphäre.","2024-01-19T12:03:06.746547Z"
188,100.0,29499951,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:47:31.829211Z","random","c3d8df19-2487-4b9b-91bc-5b2da35badbc","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",1.802,"GPT-3",1,"Die Atmosphäre war sehr angenehm.","2024-01-19T11:47:31.829230Z"
189,100.0,29501028,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:03:43.364651Z","random","4e3fcec7-4482-469d-bc0c-4d022fe1e486","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",7.308,"GPT-3",1,"Das Restaurant war sehr laut und ungemütlich.","2024-01-19T12:03:43.364666Z"
190,100.0,29552805,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T07:50:39.348620Z","random","9f64f2e6-5528-403b-a872-b2f2659d4cd2","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",4.74,"GPT-3",1,"Die Preise sind fair und angemessen.","2024-01-20T07:50:39.348641Z"
191,100.0,29553279,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:08:58.799898Z","random","dc3f8ee9-54a1-4902-bda4-f3fa751b5d26","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]},{""end"":42,""text"":""Dessert"",""start"":35,""labels"":[""FOOD-POSITIVE""]}]","",7.993,"GPT-3",1,"Das Essen war in Ordnung, aber der Dessert war wirklich köstlich.","2024-01-20T08:08:58.799913Z"
192,100.0,29553284,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:09:11.531843Z","random","7c0a795e-2e54-4edf-a2b0-97d6a26c5f1b","[{""end"":11,""text"":""Speisen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":65,""text"":""Restaurant"",""start"":55,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]","",11.818,"GPT-3",1,"Die Speisen waren köstlich und das gesamte Erlebnis im Restaurant war sehr angenehm.","2024-01-20T08:09:11.531860Z"
193,100.0,29500022,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:48:24.575277Z","random","713a9c5d-90df-4cbe-9ea1-abe50b27b806","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","",1.293,"GPT-3",1,"Das Essen war in Ordnung.","2024-01-19T11:48:24.575295Z"
194,100.0,29553288,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:09:19.974511Z","random","633edf55-c676-4135-bc21-478fe0ec8849","[{""end"":26,""text"":""Restaurant"",""start"":16,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",7.535,"GPT-3",1,"Ich war von dem Restaurant insgesamt enttäuscht.","2024-01-20T08:09:19.974531Z"
195,100.0,29553295,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:09:28.502198Z","random","b44e79b8-5a68-4955-97af-06866b3b71fe","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",7.692,"GPT-3",1,"Die Atmosphäre war in Ordnung.","2024-01-20T08:09:28.502214Z"
196,100.0,29553121,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:03:47.051248Z","random","f3ef46e7-2cf3-4636-9ac8-6b55ecc33c1a","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]},{""end"":86,""text"":""Essen"",""start"":81,""labels"":[""FOOD-NEGATIVE""]},{""end"":113,""text"":""Ambiente"",""start"":105,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":54,""text"":""Service"",""start"":47,""labels"":[""SERVICE-CONFLICT""]}]","",33.422,"GPT-3",1,"Das Restaurant war insgesamt enttäuschend, der Service war durchschnittlich, das Essen war schlecht, das Ambiente war nicht angenehm, aber der Service war freundlich.","2024-01-20T08:03:47.051265Z"
